funded_amnt,int_rate,installment,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
5000.0,0.2899,159.4,4.0,1.0,36.0,7.0,0.0,4.0
25000.0,0.2899,771.02,4.0,1.0,36.0,4.0,1.0,3.0
1000.0,0.2899,215.12,4.0,1.0,36.0,3.0,1.0,2.0
25600.0,0.2899,533.53,5.0,1.0,60.0,7.0,1.0,2.0
21600.0,0.2899,439.84,5.0,1.0,60.0,6.0,1.0,2.0
12000.0,0.2899,377.04,0.0,1.0,36.0,6.0,0.0,1.0
20000.0,0.2899,447.83,4.0,1.0,60.0,11.0,1.0,2.0
2300.0,0.1757,82.66,4.0,1.0,36.0,19.0,1.0,4.0
15000.0,0.1333,507.8,4.0,1.0,36.0,15.0,1.0,3.0
15000.0,0.1399,512.6,4.0,1.0,36.0,14.0,1.0,4.0
24000.0,0.2899,774.3,4.0,1.0,36.0,8.0,1.0,2.0
1000.0,0.2899,382.55,4.0,1.0,36.0,7.0,1.0,2.0
24000.0,0.1699,1372.97,5.0,1.0,60.0,18.0,1.0,4.0
23625.0,0.2899,787.97,4.0,1.0,36.0,11.0,1.0,2.0
4600.0,0.1825,166.88,4.0,1.0,36.0,21.0,0.0,3.0
5000.0,0.1561,174.83,4.0,1.0,36.0,16.0,1.0,2.0
16000.0,0.1884,413.65,4.0,1.0,60.0,22.0,1.0,1.0
7200.0,0.2899,229.53,4.0,1.0,36.0,7.0,1.0,1.0
1000.0,0.2899,1032.4,4.0,1.0,36.0,8.0,1.0,2.0
17500.0,0.1655,430.7,4.0,1.0,60.0,17.0,1.0,2.0
7800.0,0.2899,240.56,4.0,1.0,36.0,4.0,0.0,3.0
1000.0,0.2899,214.2,4.0,1.0,36.0,2.0,1.0,2.0
32000.0,0.2899,983.4,0.0,1.0,36.0,3.0,1.0,1.0
18000.0,0.2899,555.13,4.0,1.0,36.0,4.0,1.0,4.0
2200.0,0.2899,79.07,4.0,1.0,36.0,19.0,0.0,1.0
7200.0,0.2899,241.53,4.0,1.0,36.0,12.0,1.0,1.0
28000.0,0.2899,570.16,4.0,1.0,60.0,6.0,1.0,1.0
25000.0,0.1699,891.2,5.0,1.0,36.0,18.0,0.0,2.0
11200.0,0.2899,350.4,4.0,1.0,36.0,5.0,0.0,2.0
3200.0,0.1757,115.0,4.0,1.0,36.0,19.0,0.0,4.0
17600.0,0.2899,580.63,4.0,1.0,36.0,10.0,0.0,4.0
1000.0,0.2899,407.26,4.0,1.0,60.0,6.0,1.0,2.0
13625.0,0.1757,489.65,4.0,1.0,36.0,19.0,1.0,4.0
17250.0,0.2899,569.09,4.0,1.0,36.0,10.0,0.0,4.0
14000.0,0.2899,461.87,4.0,1.0,36.0,10.0,1.0,3.0
18000.0,0.1699,447.25,4.0,0.0,60.0,18.0,1.0,2.0
10000.0,0.1825,255.3,4.0,1.0,60.0,21.0,0.0,2.0
11000.0,0.2899,360.08,4.0,1.0,36.0,9.0,1.0,2.0
9025.0,0.1399,308.41,4.0,1.0,36.0,14.0,1.0,2.0
7000.0,0.2899,1372.97,4.0,1.0,36.0,11.0,1.0,1.0
12000.0,0.2899,392.81,4.0,1.0,36.0,9.0,0.0,3.0
10000.0,0.2899,308.41,4.0,1.0,36.0,4.0,1.0,4.0
20000.0,0.2899,434.75,4.0,1.0,60.0,9.0,1.0,3.0
2400.0,0.1399,82.02,4.0,0.0,36.0,14.0,1.0,1.0
1200.0,0.2899,37.55,4.0,1.0,36.0,5.0,0.0,0.0
18000.0,0.2899,615.11,4.0,1.0,36.0,14.0,1.0,3.0
17000.0,0.2899,534.14,4.0,1.0,36.0,6.0,0.0,3.0
14125.0,0.1884,365.17,4.0,1.0,60.0,22.0,0.0,2.0
18000.0,0.2899,573.83,4.0,1.0,36.0,7.0,1.0,2.0
10000.0,0.2899,1372.97,4.0,1.0,36.0,12.0,1.0,1.0
14000.0,0.2899,458.28,4.0,1.0,36.0,9.0,1.0,1.0
14000.0,0.2899,313.48,5.0,1.0,60.0,11.0,1.0,1.0
12000.0,0.2899,375.43,4.0,1.0,36.0,5.0,0.0,2.0
8000.0,0.2899,268.36,4.0,1.0,36.0,12.0,1.0,3.0
18150.0,0.1884,469.23,4.0,1.0,60.0,22.0,0.0,2.0
12000.0,0.2899,271.14,4.0,1.0,60.0,12.0,0.0,3.0
4000.0,0.2899,1372.97,4.0,1.0,36.0,12.0,0.0,2.0
15000.0,0.2899,458.99,4.0,1.0,36.0,2.0,0.0,1.0
20000.0,0.2899,637.58,4.0,1.0,36.0,7.0,1.0,2.0
10000.0,0.2899,322.63,4.0,1.0,36.0,8.0,0.0,2.0
25000.0,0.2899,764.98,4.0,1.0,36.0,2.0,1.0,1.0
1000.0,0.1399,265.2,4.0,1.0,60.0,14.0,0.0,1.0
27050.0,0.1399,924.38,4.0,1.0,36.0,14.0,1.0,1.0
10000.0,0.2899,327.34,4.0,1.0,36.0,9.0,0.0,2.0
13000.0,0.1333,440.1,4.0,1.0,36.0,13.0,1.0,3.0
8000.0,0.1561,279.72,5.0,1.0,36.0,16.0,1.0,2.0
25000.0,0.1561,874.12,4.0,1.0,36.0,16.0,1.0,2.0
16000.0,0.2899,510.07,4.0,1.0,36.0,7.0,0.0,2.0
14000.0,0.1399,478.42,4.0,1.0,36.0,14.0,0.0,2.0
21175.0,0.1465,730.42,4.0,1.0,36.0,15.0,1.0,3.0
22400.0,0.2899,501.57,4.0,1.0,60.0,11.0,1.0,2.0
24650.0,0.2167,676.19,4.0,1.0,60.0,25.0,1.0,2.0
2200.0,0.2899,72.58,4.0,1.0,36.0,10.0,0.0,1.0
21000.0,0.2899,704.45,4.0,1.0,36.0,12.0,1.0,4.0
7000.0,0.2899,229.14,4.0,1.0,36.0,9.0,1.0,1.0
8000.0,0.2899,266.83,4.0,1.0,36.0,11.0,1.0,2.0
18000.0,0.2899,555.13,4.0,1.0,36.0,4.0,1.0,4.0
26575.0,0.1951999999999999,981.14,4.0,0.0,36.0,23.0,1.0,2.0
24000.0,0.2899,750.86,4.0,1.0,36.0,5.0,1.0,3.0
22125.0,0.1785999999999999,798.32,5.0,1.0,36.0,20.0,1.0,0.0
25000.0,0.1785999999999999,632.94,4.0,1.0,60.0,20.0,1.0,2.0
3000.0,0.2899,93.86,4.0,1.0,36.0,5.0,0.0,2.0
16000.0,0.2899,493.45,4.0,1.0,36.0,4.0,1.0,4.0
10000.0,0.2899,308.41,4.0,1.0,36.0,4.0,1.0,4.0
16000.0,0.2899,489.59,5.0,1.0,36.0,2.0,0.0,1.0
20000.0,0.2899,616.82,4.0,1.0,36.0,4.0,1.0,4.0
18000.0,0.2048999999999999,481.82,4.0,1.0,60.0,25.0,1.0,1.0
28000.0,0.2899,860.47,4.0,1.0,36.0,3.0,1.0,2.0
24000.0,0.2899,785.62,4.0,1.0,60.0,9.0,1.0,2.0
1000.0,0.2167,877.13,5.0,1.0,60.0,25.0,1.0,2.0
12000.0,0.2899,364.69,4.0,1.0,36.0,1.0,0.0,1.0
22950.0,0.1333,526.07,4.0,1.0,60.0,13.0,1.0,1.0
20000.0,0.1561,482.23,4.0,1.0,60.0,16.0,1.0,2.0
7000.0,0.2899,234.82,4.0,1.0,36.0,12.0,0.0,3.0
11000.0,0.2899,239.12,0.0,1.0,60.0,9.0,0.0,1.0
12000.0,0.2899,375.43,4.0,1.0,36.0,5.0,1.0,4.0
15000.0,0.1399,512.6,4.0,1.0,36.0,14.0,0.0,2.0
5000.0,0.1757,179.69,4.0,1.0,36.0,19.0,1.0,2.0
8000.0,0.2899,250.29,4.0,1.0,36.0,5.0,1.0,3.0
10000.0,0.2899,314.2,4.0,1.0,36.0,6.0,0.0,1.0
4200.0,0.1333,142.19,5.0,1.0,36.0,13.0,1.0,4.0
13500.0,0.2899,413.09,0.0,1.0,36.0,2.0,0.0,1.0
18000.0,0.2899,563.15,4.0,1.0,36.0,5.0,1.0,0.0
14700.0,0.1465,347.02,4.0,1.0,60.0,15.0,1.0,2.0
15500.0,0.1561,541.96,4.0,1.0,36.0,16.0,0.0,1.0
10000.0,0.2899,312.86,4.0,1.0,36.0,5.0,0.0,3.0
9975.0,0.2899,353.41,4.0,1.0,36.0,17.0,1.0,2.0
21000.0,0.2899,427.62,4.0,1.0,60.0,6.0,1.0,1.0
12000.0,0.2899,1372.97,4.0,1.0,36.0,1.0,0.0,1.0
8500.0,0.2899,270.98,5.0,1.0,36.0,7.0,1.0,3.0
16575.0,0.1785999999999999,419.64,4.0,1.0,60.0,20.0,1.0,1.0
20050.0,0.1655,493.46,5.0,1.0,60.0,17.0,1.0,3.0
7200.0,0.2899,235.69,5.0,1.0,36.0,9.0,1.0,2.0
15000.0,0.1465,354.1,4.0,1.0,60.0,15.0,1.0,2.0
19200.0,0.2899,407.85,4.0,1.0,60.0,8.0,0.0,3.0
27000.0,0.2899,905.72,4.0,1.0,36.0,12.0,1.0,4.0
9450.0,0.2899,287.19,4.0,1.0,36.0,1.0,1.0,1.0
12075.0,0.1561,1372.97,5.0,1.0,60.0,16.0,1.0,2.0
7250.0,0.2048999999999999,271.25,4.0,1.0,36.0,24.0,1.0,2.0
2250.0,0.1561,78.68,0.0,1.0,36.0,16.0,1.0,4.0
11250.0,0.1465,1372.97,4.0,1.0,36.0,15.0,1.0,2.0
6400.0,0.1561,223.78,4.0,1.0,36.0,16.0,1.0,0.0
35000.0,0.1825,893.54,4.0,1.0,60.0,21.0,1.0,4.0
20000.0,0.2899,447.83,4.0,1.0,60.0,11.0,0.0,2.0
8475.0,0.1699,302.12,4.0,1.0,36.0,18.0,0.0,3.0
15625.0,0.2899,490.93,4.0,1.0,36.0,6.0,1.0,2.0
6100.0,0.2899,208.46,4.0,1.0,36.0,14.0,1.0,4.0
10000.0,0.2899,229.23,4.0,1.0,60.0,13.0,0.0,2.0
10900.0,0.1825,278.28,4.0,1.0,60.0,21.0,1.0,3.0
24000.0,0.1655,850.31,4.0,1.0,36.0,17.0,1.0,1.0
5000.0,0.1399,170.87,4.0,1.0,36.0,14.0,1.0,2.0
5000.0,0.2899,167.73,4.0,1.0,36.0,12.0,1.0,2.0
15500.0,0.1785999999999999,392.42,4.0,1.0,60.0,20.0,1.0,2.0
25000.0,0.2899,494.09,4.0,1.0,60.0,4.0,1.0,3.0
24000.0,0.2899,485.38,4.0,1.0,60.0,5.0,1.0,2.0
9000.0,0.2899,281.58,4.0,1.0,36.0,5.0,0.0,4.0
11200.0,0.1399,260.55,4.0,1.0,60.0,14.0,0.0,1.0
5225.0,0.2899,168.58,4.0,1.0,36.0,8.0,0.0,0.0
14400.0,0.1399,334.99,4.0,1.0,60.0,14.0,1.0,0.0
13775.0,0.1561,332.14,5.0,1.0,60.0,16.0,1.0,3.0
22200.0,0.1561,776.22,5.0,1.0,36.0,16.0,1.0,0.0
7000.0,0.2899,223.16,4.0,1.0,36.0,7.0,0.0,1.0
12000.0,0.2899,375.43,4.0,1.0,36.0,5.0,1.0,1.0
21000.0,0.2899,647.66,4.0,1.0,36.0,5.0,1.0,1.0
18200.0,0.2899,395.63,4.0,1.0,60.0,9.0,0.0,4.0
20000.0,0.1561,699.3,4.0,1.0,36.0,16.0,1.0,3.0
17000.0,0.2899,384.11,4.0,1.0,60.0,12.0,0.0,2.0
12000.0,0.1757,301.93,4.0,1.0,60.0,19.0,1.0,1.0
14000.0,0.2899,439.88,4.0,1.0,36.0,6.0,0.0,1.0
8000.0,0.2899,250.29,4.0,1.0,36.0,5.0,0.0,2.0
13150.0,0.1785999999999999,332.93,4.0,1.0,60.0,36.0,1.0,4.0
35000.0,0.1655,861.4,5.0,1.0,60.0,17.0,1.0,3.0
10000.0,0.2899,329.91,4.0,1.0,36.0,10.0,1.0,1.0
1000.0,0.2589,500.42,5.0,1.0,60.0,33.0,1.0,2.0
18000.0,0.2899,589.22,4.0,0.0,36.0,9.0,0.0,4.0
24800.0,0.1561,867.13,4.0,1.0,36.0,16.0,0.0,1.0
1000.0,0.2299,507.33,4.0,1.0,60.0,26.0,1.0,4.0
16000.0,0.2899,541.65,5.0,0.0,36.0,13.0,0.0,4.0
1800.0,0.2899,60.39,4.0,1.0,36.0,12.0,0.0,2.0
3700.0,0.2899,116.26,4.0,1.0,36.0,6.0,0.0,2.0
1000.0,0.2899,465.99,4.0,1.0,36.0,10.0,0.0,1.0
1000.0,0.1785999999999999,259.8,4.0,1.0,36.0,20.0,1.0,3.0
19000.0,0.2899,605.7,4.0,1.0,36.0,7.0,1.0,4.0
14900.0,0.2899,468.16,4.0,1.0,36.0,6.0,0.0,0.0
18000.0,0.2899,382.36,4.0,1.0,60.0,8.0,0.0,1.0
35000.0,0.1333,1184.86,4.0,1.0,36.0,13.0,1.0,2.0
21600.0,0.2048999999999999,578.18,4.0,1.0,60.0,24.0,0.0,2.0
10000.0,0.2899,335.45,4.0,1.0,36.0,12.0,0.0,1.0
24000.0,0.2899,785.62,0.0,1.0,36.0,9.0,1.0,2.0
15000.0,0.1399,348.95,4.0,1.0,60.0,14.0,1.0,1.0
15050.0,0.2398999999999999,590.38,4.0,1.0,36.0,27.0,0.0,4.0
12000.0,0.2899,377.04,4.0,1.0,36.0,6.0,0.0,1.0
12000.0,0.1333,406.24,4.0,1.0,36.0,15.0,0.0,2.0
35000.0,0.1399,1372.97,4.0,1.0,36.0,14.0,1.0,4.0
16000.0,0.2899,325.81,4.0,1.0,60.0,6.0,1.0,4.0
23425.0,0.1399,800.5,4.0,1.0,36.0,15.0,1.0,3.0
5000.0,0.2899,161.32,0.0,1.0,36.0,8.0,1.0,1.0
1000.0,0.2899,625.72,4.0,1.0,36.0,5.0,1.0,1.0
13500.0,0.1333,309.46,4.0,1.0,60.0,13.0,1.0,2.0
19000.0,0.2899,633.71,4.0,1.0,36.0,11.0,0.0,2.0
17000.0,0.2899,570.27,4.0,1.0,36.0,12.0,0.0,1.0
12000.0,0.2899,387.15,4.0,1.0,36.0,8.0,0.0,1.0
1800.0,0.2899,60.39,4.0,1.0,36.0,12.0,0.0,2.0
4000.0,0.2899,129.05,4.0,1.0,36.0,8.0,0.0,1.0
11600.0,0.1465,400.14,4.0,1.0,60.0,15.0,1.0,4.0
12000.0,0.2899,271.14,4.0,0.0,60.0,12.0,1.0,2.0
3000.0,0.2899,102.52,4.0,1.0,36.0,14.0,0.0,3.0
10000.0,0.2899,338.54,5.0,1.0,36.0,13.0,1.0,2.0
10000.0,0.2899,327.34,0.0,1.0,36.0,9.0,0.0,3.0
1000.0,0.2899,351.89,4.0,1.0,36.0,2.0,0.0,4.0
11200.0,0.2899,351.9,5.0,1.0,36.0,6.0,0.0,0.0
17000.0,0.1655,602.3,0.0,1.0,36.0,17.0,1.0,2.0
7200.0,0.2899,240.15,4.0,1.0,36.0,11.0,1.0,2.0
12950.0,0.1884,334.8,4.0,1.0,60.0,22.0,1.0,1.0
10000.0,0.2899,303.91,4.0,1.0,36.0,5.0,0.0,3.0
1000.0,0.2899,219.17,5.0,1.0,36.0,7.0,1.0,3.0
4800.0,0.2899,161.02,5.0,1.0,36.0,12.0,0.0,0.0
25000.0,0.2899,782.15,4.0,1.0,36.0,5.0,1.0,1.0
10000.0,0.1399,341.73,4.0,1.0,36.0,14.0,0.0,3.0
20000.0,0.1465,472.14,5.0,1.0,60.0,15.0,0.0,2.0
12000.0,0.1757,301.93,4.0,1.0,60.0,19.0,1.0,0.0
15000.0,0.2899,469.29,4.0,1.0,36.0,5.0,0.0,4.0
1000.0,0.2899,760.63,4.0,1.0,36.0,12.0,1.0,3.0
24000.0,0.2899,528.19,5.0,1.0,60.0,10.0,1.0,1.0
15000.0,0.1333,343.84,5.0,1.0,60.0,13.0,0.0,1.0
12000.0,0.1465,283.28,0.0,1.0,60.0,15.0,1.0,2.0
6000.0,0.2899,200.12,4.0,1.0,36.0,11.0,0.0,2.0
15000.0,0.2899,455.86,4.0,1.0,36.0,1.0,0.0,4.0
16000.0,0.2899,500.58,5.0,1.0,36.0,5.0,1.0,2.0
5000.0,0.2899,166.77,4.0,1.0,36.0,11.0,1.0,2.0
12000.0,0.1699,427.78,4.0,1.0,36.0,18.0,1.0,2.0
15000.0,0.1333,507.8,5.0,1.0,36.0,13.0,1.0,2.0
12000.0,0.1333,406.24,4.0,1.0,36.0,13.0,0.0,2.0
5000.0,0.2899,164.96,4.0,1.0,36.0,10.0,0.0,0.0
25000.0,0.1333,573.06,4.0,1.0,60.0,13.0,1.0,1.0
4900.0,0.2899,164.37,5.0,1.0,36.0,12.0,0.0,4.0
3000.0,0.2899,95.64,4.0,1.0,36.0,7.0,1.0,2.0
20000.0,0.2899,625.72,4.0,1.0,36.0,5.0,1.0,1.0
17000.0,0.2899,567.01,4.0,1.0,36.0,11.0,1.0,4.0
20950.0,0.2557,621.94,4.0,1.0,60.0,30.0,1.0,1.0
24000.0,0.1333,812.48,5.0,1.0,36.0,13.0,1.0,1.0
6500.0,0.2899,197.54,4.0,1.0,36.0,1.0,0.0,0.0
16000.0,0.1333,366.76,4.0,1.0,60.0,13.0,1.0,3.0
12800.0,0.1825,326.78,5.0,1.0,60.0,21.0,1.0,2.0
16000.0,0.2899,486.25,5.0,1.0,36.0,1.0,1.0,0.0
25000.0,0.2899,785.49,4.0,1.0,36.0,6.0,1.0,2.0
12000.0,0.2899,400.24,5.0,1.0,36.0,11.0,0.0,1.0
1000.0,0.2899,32.74,5.0,1.0,36.0,9.0,0.0,2.0
17325.0,0.2398999999999999,498.31,5.0,1.0,60.0,27.0,1.0,2.0
15000.0,0.1655,531.44,5.0,1.0,36.0,17.0,1.0,4.0
28000.0,0.1825,1015.79,5.0,1.0,36.0,21.0,1.0,1.0
7000.0,0.1951999999999999,258.44,5.0,1.0,36.0,23.0,1.0,2.0
14000.0,0.1951999999999999,367.19,5.0,1.0,60.0,23.0,0.0,0.0
5000.0,0.2899,153.66,4.0,1.0,36.0,3.0,1.0,4.0
35000.0,0.2899,790.82,5.0,1.0,60.0,12.0,1.0,2.0
16000.0,0.2899,493.45,5.0,1.0,36.0,4.0,1.0,2.0
28000.0,0.1825,714.83,5.0,1.0,60.0,21.0,1.0,1.0
9000.0,0.2899,282.78,4.0,1.0,36.0,6.0,1.0,1.0
20000.0,0.2899,447.83,5.0,1.0,60.0,11.0,1.0,2.0
7050.0,0.1757,253.36,5.0,1.0,36.0,19.0,0.0,2.0
5825.0,0.2899,230.07,5.0,0.0,36.0,28.0,0.0,2.0
16000.0,0.2899,491.7,4.0,1.0,36.0,3.0,1.0,3.0
9600.0,0.1399,328.06,0.0,1.0,36.0,14.0,0.0,1.0
6000.0,0.2899,196.41,0.0,1.0,36.0,9.0,0.0,1.0
30000.0,0.1333,687.68,4.0,1.0,60.0,13.0,1.0,4.0
15400.0,0.1333,1372.97,5.0,1.0,60.0,13.0,1.0,4.0
21600.0,0.2899,495.13,4.0,1.0,60.0,13.0,1.0,1.0
35000.0,0.1399,1196.05,4.0,1.0,36.0,14.0,1.0,1.0
12100.0,0.2899,371.85,4.0,1.0,36.0,3.0,0.0,4.0
5000.0,0.1825,181.39,4.0,1.0,36.0,21.0,0.0,2.0
10500.0,0.1399,358.82,4.0,1.0,36.0,14.0,0.0,4.0
4000.0,0.2899,123.37,4.0,1.0,36.0,4.0,0.0,1.0
12000.0,0.1561,289.34,4.0,1.0,60.0,16.0,1.0,4.0
10000.0,0.1399,232.64,5.0,0.0,60.0,14.0,1.0,3.0
12000.0,0.2899,264.1,4.0,1.0,60.0,10.0,1.0,1.0
14400.0,0.2899,450.52,0.0,1.0,36.0,5.0,0.0,2.0
14000.0,0.1951999999999999,367.19,4.0,1.0,60.0,23.0,1.0,1.0
12000.0,0.2899,271.14,4.0,1.0,60.0,12.0,0.0,1.0
16000.0,0.1399,546.77,4.0,1.0,60.0,14.0,0.0,3.0
1000.0,0.1399,372.21,4.0,1.0,60.0,14.0,0.0,3.0
21000.0,0.2899,470.22,4.0,1.0,60.0,11.0,1.0,2.0
30000.0,0.2899,677.85,4.0,1.0,60.0,12.0,1.0,2.0
11750.0,0.2899,384.63,5.0,1.0,36.0,9.0,0.0,1.0
8000.0,0.2899,266.83,5.0,1.0,36.0,11.0,1.0,3.0
1000.0,0.1399,395.48,4.0,1.0,60.0,14.0,0.0,3.0
5600.0,0.2899,175.2,0.0,1.0,36.0,5.0,1.0,1.0
21075.0,0.2398999999999999,606.17,4.0,1.0,60.0,27.0,1.0,2.0
16000.0,0.2899,352.13,4.0,1.0,60.0,10.0,1.0,3.0
10000.0,0.2899,303.91,5.0,1.0,36.0,1.0,0.0,3.0
28000.0,0.2899,876.0,4.0,1.0,36.0,5.0,1.0,2.0
10000.0,0.2899,212.43,4.0,1.0,60.0,8.0,0.0,0.0
20500.0,0.1399,700.55,4.0,1.0,36.0,14.0,1.0,3.0
4250.0,0.1699,151.51,5.0,1.0,36.0,18.0,1.0,1.0
13700.0,0.1785999999999999,494.33,5.0,1.0,36.0,20.0,1.0,1.0
15000.0,0.2899,338.93,4.0,1.0,60.0,12.0,1.0,4.0
10000.0,0.1465,344.95,4.0,1.0,60.0,15.0,0.0,3.0
1000.0,0.1399,558.32,5.0,1.0,60.0,14.0,1.0,3.0
10425.0,0.1561,364.51,4.0,1.0,36.0,16.0,1.0,3.0
3500.0,0.2899,112.92,5.0,1.0,36.0,8.0,1.0,4.0
8000.0,0.2899,250.29,5.0,1.0,36.0,5.0,1.0,2.0
18000.0,0.2899,550.79,5.0,1.0,36.0,2.0,0.0,1.0
19800.0,0.2899,403.19,4.0,1.0,60.0,10.0,1.0,2.0
9000.0,0.2899,277.57,4.0,1.0,36.0,4.0,0.0,4.0
10000.0,0.1399,232.64,5.0,1.0,60.0,14.0,1.0,0.0
12000.0,0.2899,402.54,4.0,1.0,36.0,12.0,0.0,4.0
28000.0,0.2899,608.65,4.0,1.0,60.0,9.0,1.0,2.0
22425.0,0.2899,723.49,4.0,1.0,36.0,8.0,1.0,4.0
6150.0,0.1561,1372.97,4.0,1.0,36.0,16.0,1.0,3.0
15500.0,0.2899,478.03,4.0,1.0,36.0,4.0,0.0,0.0
12000.0,0.2899,264.1,4.0,1.0,60.0,10.0,1.0,2.0
15000.0,0.2899,330.12,5.0,1.0,60.0,10.0,1.0,3.0
25000.0,0.2899,768.28,4.0,1.0,36.0,3.0,1.0,0.0
12000.0,0.2899,387.15,4.0,1.0,36.0,8.0,1.0,1.0
4000.0,0.2899,123.37,5.0,1.0,36.0,4.0,0.0,2.0
3600.0,0.2899,120.77,5.0,1.0,36.0,12.0,0.0,3.0
7625.0,0.1465,263.02,4.0,1.0,36.0,15.0,1.0,1.0
10000.0,0.2899,312.86,4.0,1.0,36.0,5.0,1.0,1.0
12000.0,0.2899,1372.97,4.0,1.0,36.0,10.0,1.0,1.0
8500.0,0.1333,287.76,4.0,1.0,36.0,13.0,1.0,2.0
4200.0,0.2899,135.51,4.0,1.0,36.0,8.0,0.0,2.0
15000.0,0.2899,471.3,4.0,1.0,36.0,6.0,1.0,0.0
1000.0,0.2899,469.63,4.0,1.0,36.0,12.0,1.0,3.0
15000.0,0.2899,469.29,4.0,1.0,36.0,5.0,0.0,1.0
15250.0,0.1757,1372.97,4.0,1.0,60.0,19.0,1.0,4.0
35000.0,0.2899,1372.97,4.0,1.0,36.0,27.0,1.0,2.0
11000.0,0.1333,252.15,4.0,1.0,60.0,13.0,1.0,4.0
24000.0,0.2899,740.18,4.0,1.0,36.0,4.0,1.0,1.0
1000.0,0.2899,670.9,5.0,1.0,36.0,12.0,1.0,1.0
8000.0,0.2899,268.36,5.0,1.0,36.0,12.0,0.0,2.0
13500.0,0.1757,339.67,5.0,1.0,60.0,19.0,1.0,1.0
15500.0,0.2899,389.99,4.0,1.0,60.0,19.0,1.0,1.0
22400.0,0.1655,793.62,5.0,1.0,36.0,17.0,1.0,3.0
11300.0,0.2899,376.89,4.0,1.0,36.0,11.0,1.0,3.0
35000.0,0.1561,1223.77,4.0,1.0,36.0,16.0,1.0,2.0
9800.0,0.2899,297.83,0.0,1.0,36.0,1.0,0.0,3.0
14000.0,0.1399,478.42,4.0,1.0,36.0,15.0,1.0,1.0
35000.0,0.1465,826.24,0.0,1.0,60.0,15.0,1.0,4.0
5500.0,0.2899,183.45,4.0,1.0,36.0,11.0,0.0,2.0
15000.0,0.2899,460.97,5.0,1.0,36.0,3.0,0.0,4.0
20000.0,0.2899,659.81,5.0,1.0,36.0,10.0,1.0,2.0
21000.0,0.2899,456.49,4.0,1.0,60.0,9.0,1.0,1.0
9000.0,0.2899,301.91,4.0,1.0,36.0,12.0,0.0,2.0
20000.0,0.1333,458.45,4.0,1.0,60.0,15.0,1.0,1.0
10000.0,0.2899,318.79,5.0,1.0,36.0,7.0,0.0,2.0
12500.0,0.2899,398.49,4.0,1.0,36.0,7.0,0.0,3.0
15450.0,0.1785999999999999,391.16,4.0,1.0,60.0,20.0,1.0,2.0
3500.0,0.1699,124.77,4.0,1.0,36.0,18.0,1.0,2.0
35000.0,0.1333,802.29,5.0,1.0,60.0,13.0,1.0,0.0
10325.0,0.1825,1372.97,5.0,1.0,36.0,21.0,1.0,2.0
4600.0,0.1465,158.68,4.0,1.0,36.0,15.0,0.0,1.0
10000.0,0.2899,314.2,5.0,1.0,36.0,6.0,0.0,1.0
3000.0,0.2899,100.64,4.0,1.0,36.0,12.0,0.0,2.0
35000.0,0.1757,880.61,4.0,1.0,60.0,19.0,1.0,4.0
10000.0,0.2899,312.86,5.0,1.0,36.0,5.0,0.0,4.0
25000.0,0.1951999999999999,655.69,4.0,1.0,60.0,23.0,1.0,0.0
12000.0,0.2899,402.54,4.0,1.0,60.0,12.0,1.0,1.0
35000.0,0.2899,1129.19,4.0,1.0,36.0,8.0,0.0,3.0
10000.0,0.2899,1372.97,4.0,1.0,36.0,7.0,1.0,2.0
11000.0,0.2899,344.15,4.0,1.0,36.0,5.0,0.0,4.0
15000.0,0.2899,469.29,5.0,0.0,36.0,5.0,0.0,1.0
5175.0,0.1825,187.74,4.0,1.0,36.0,21.0,1.0,2.0
8000.0,0.2899,250.29,5.0,1.0,60.0,5.0,1.0,1.0
5225.0,0.2048999999999999,195.49,4.0,1.0,36.0,24.0,1.0,1.0
15000.0,0.2899,1372.97,4.0,1.0,60.0,6.0,1.0,1.0
19475.0,0.2899,637.5,4.0,1.0,36.0,9.0,1.0,4.0
28000.0,0.2899,876.0,5.0,1.0,36.0,5.0,1.0,0.0
1000.0,0.2899,824.76,4.0,1.0,36.0,10.0,1.0,3.0
8500.0,0.2899,265.93,4.0,1.0,36.0,5.0,0.0,0.0
27000.0,0.1699,670.88,4.0,1.0,60.0,18.0,0.0,4.0
3500.0,0.2899,115.47,4.0,1.0,36.0,10.0,0.0,1.0
16250.0,0.2899,345.19,4.0,1.0,60.0,8.0,1.0,1.0
20000.0,0.2899,424.85,5.0,1.0,60.0,8.0,1.0,2.0
25000.0,0.1951999999999999,1372.97,4.0,1.0,60.0,23.0,1.0,1.0
17000.0,0.2899,534.14,0.0,1.0,36.0,6.0,0.0,2.0
11350.0,0.2899,329.82,4.0,1.0,60.0,28.0,0.0,4.0
8000.0,0.2899,263.93,5.0,1.0,36.0,10.0,0.0,4.0
12000.0,0.2899,392.81,5.0,1.0,36.0,10.0,0.0,1.0
1000.0,0.2899,230.49,4.0,1.0,36.0,3.0,0.0,3.0
15000.0,0.1561,361.67,4.0,1.0,60.0,16.0,0.0,1.0
5000.0,0.2899,159.4,4.0,1.0,36.0,7.0,1.0,0.0
10200.0,0.2899,342.16,5.0,0.0,36.0,12.0,1.0,1.0
12000.0,0.2899,370.09,5.0,1.0,60.0,4.0,1.0,2.0
12500.0,0.2899,271.72,4.0,1.0,60.0,9.0,0.0,3.0
12000.0,0.2899,387.15,0.0,1.0,36.0,8.0,0.0,2.0
